id,observed_on_string,observed_on,latitude,longitude,scientific_name,common_name
96688340,Thu Sep 30 2021 11:07:09 GMT -0400 (EDT),9/30/2021,33.669384,-83.9258194,Trichonephila clavata,Jorō Spider
96903534,9/28/2021 11:08,9/28/2021,33.66984167,-84.35196667,Trichonephila clavata,Jorō Spider
99793755,2021/10/30 8:37 AM UTC,10/30/2021,33.69258619,-84.77652289,Trichonephila clavata,Jorō Spider
90537287,Mon Aug 09 2021 10:22:35 GMT-0400 (EDT),8/9/2021,33.71723,-84.40255833,Trichonephila clavata,Jorō Spider
98113798,Tue Oct 12 2021 15:10:25 GMT-0400 (EDT),10/12/2021,33.72843667,-83.33573,Trichonephila clavata,Jorō Spider
96127846,Sat Sep 25 2021 15:36:57 GMT-0400 (EDT),9/25/2021,33.7437815,-84.17595532,Trichonephila clavata,Jorō Spider
86640455,2021/07/10 1:09 PM EDT,7/10/2021,33.74908311,-83.26220619,Trichonephila clavata,Jorō Spider
95197466,Fri Sep 17 2021 18:03:54 GMT -0400 (EDT),9/17/2021,33.74989319,-84.32922363,Trichonephila clavata,Jorō Spider
65542969,Tue Nov 24 2020 14:16:19 GMT-0500 (EST),11/24/2020,33.7512093,-83.26056898,Trichonephila clavata,Jorō Spider
97858481,10/10/2021 14:05,10/10/2021,33.75396667,-84.31250278,Trichonephila clavata,Jorō Spider
98644327,Mon Oct 18 2021 17:22:49 GMT-0400 (EDT),10/18/2021,33.75740718,-84.45441098,Trichonephila clavata,Jorō Spider
92014063,8/21/2021 16:25,8/21/2021,33.76091997,-84.28409897,Trichonephila clavata,Jorō Spider
94637738,Sun Sep 12 2021 17:09:02 GMT-0400 (EDT),9/12/2021,33.76215013,-84.29693778,Trichonephila clavata,Jorō Spider
94967742,Wed Sep 15 2021 16:22:08 GMT-0400 (EDT),9/15/2021,33.76215833,-84.296775,Trichonephila clavata,Jorō Spider
90787257,8/11/2021 10:37,8/11/2021,33.7628755,-84.36500743,Trichonephila clavata,Jorō Spider
92617927,Thu Aug 26 2021 18:33:36 GMT-0400 (EDT),8/26/2021,33.7641601,-83.77051261,Trichonephila clavata,Jorō Spider
95091774,Thu Sep 16 2021 19:14:09 GMT-0400 (EDT),9/16/2021,33.76524258,-84.36485138,Trichonephila clavata,Jorō Spider
93921148,9/6/2021 17:51,9/6/2021,33.76675307,-84.34579503,Trichonephila clavata,Jorō Spider
97956547,Mon Oct 11 2021 08:54:00 GMT-0400 (EDT),10/11/2021,33.7683709,-84.27869647,Trichonephila clavata,Jorō Spider
97731807,Sat Oct 09 2021 16:16:30 GMT-0400 (EDT),10/9/2021,33.7684871,-84.27610693,Trichonephila clavata,Jorō Spider
95964437,2021/09/22 12:32 PM EDT,9/22/2021,33.77073,-83.69695,Trichonephila clavata,Jorō Spider
97439169,Thu Oct 07 2021 08:51:21 GMT-0400 (EDT),10/7/2021,33.77269548,-84.42373322,Trichonephila clavata,Jorō Spider
95319302,9/18/2021 16:01,9/18/2021,33.7731781,-84.31726074,Trichonephila clavata,Jorō Spider
91860359,Fri Aug 20 2021 11:36:44 GMT-0400 (EDT),8/20/2021,33.77323667,-84.33898,Trichonephila clavata,Jorō Spider
98102041,2021/10/12 1:24 PM EDT,10/12/2021,33.77393267,-83.3751505,Trichonephila clavata,Jorō Spider
97822764,Sun Oct 10 2021 17:10:56 GMT-0400 (EDT),10/10/2021,33.774105,-84.344995,Trichonephila clavata,Jorō Spider
94836784,Tue Sep 14 2021 12:34:33 GMT-0400 (EDT),9/14/2021,33.774655,-84.32711167,Trichonephila clavata,Jorō Spider
99579926,Wed Oct 27 2021 17:51:01 GMT-0400 (EDT),10/27/2021,33.77520484,-84.40115565,Trichonephila clavata,Jorō Spider
98025853,Tue Oct 12 2021 13:48:08 GMT-0400 (EDT),10/12/2021,33.77581014,-83.73597283,Trichonephila clavata,Jorō Spider
97662033,Sat Oct 09 2021 11:59:32 GMT-0400 (EDT),10/9/2021,33.77887904,-84.36606655,Trichonephila clavata,Jorō Spider
99882199,Sun Oct 31 2021 11:17:07 GMT-0400 (EDT),10/31/2021,33.78267,-84.26159667,Trichonephila clavata,Jorō Spider
96784620,Fri Oct 01 2021 10:22:36 GMT-0400 (EDT),10/1/2021,33.78367265,-84.37480695,Trichonephila clavata,Jorō Spider
92308112,Mon Aug 23 2021 18:30:00 GMT-0400 (EDT),8/23/2021,33.78660943,-84.47698216,Trichonephila clavata,Jorō Spider
94609803,Sun Sep 12 2021 14:36:32 GMT-0400 (EDT),9/12/2021,33.79013333,-84.374755,Trichonephila clavata,Jorō Spider
97650099,Sat Oct 09 2021 10:48:52 GMT-0400 (EDT),10/9/2021,33.79054547,-84.3722794,Trichonephila clavata,Jorō Spider
92955553,Sun Aug 29 2021 16:06:29 GMT-0400 (EDT),8/29/2021,33.7912476,-84.3734299,Trichonephila clavata,Jorō Spider
95080476,2021/09/11 10:00 AM EST,9/11/2021,33.792077,-84.072127,Trichonephila clavata,Jorō Spider
62604798,Wed Oct 14 2020 18:31:54 GMT-0400 (EDT),10/14/2020,33.79519906,-83.70017168,Trichonephila clavata,Jorō Spider
94584074,Sun Sep 12 2021 11:15:03 GMT-0400 (EDT),9/12/2021,33.79553667,-84.28835333,Trichonephila clavata,Jorō Spider
99993647,2021/10/27 12:28 PM EDT,10/27/2021,33.796204,-84.13904,Trichonephila clavata,Jorō Spider
97383650,Wed Oct 06 2021 16:42:43 GMT-0400 (EDT),10/6/2021,33.79633333,-84.33019167,Trichonephila clavata,Jorō Spider
93722803,Sun Sep 05 2021 11:05:41 GMT-0400 (EDT),9/5/2021,33.79716681,-84.31737611,Trichonephila clavata,Jorō Spider
98529968,Sat Oct 16 2021 13:47:54 GMT-0400 (EDT),10/16/2021,33.79970206,-84.35285583,Trichonephila clavata,Jorō Spider
99273760,Sun Oct 03 2021 12:16:16 GMT-0400 (EDT),10/3/2021,33.80144636,-84.38191474,Trichonephila clavata,Jorō Spider
97793508,10/10/2021 12:27,10/10/2021,33.80543056,-84.28375833,Trichonephila clavata,Jorō Spider
95888933,9/18/2021 9:33,9/18/2021,33.80593611,-84.28301111,Trichonephila clavata,Jorō Spider
92153080,Sun Aug 22 2021 15:58:51 GMT-0400 (EDT),8/22/2021,33.80658728,-84.35575867,Trichonephila clavata,Jorō Spider
63162117,Wed Oct 21 2020 09:32:56 GMT-0400 (EDT),10/21/2020,33.80773246,-84.28385136,Trichonephila clavata,Jorō Spider
94335442,Fri Sep 10 2021 12:01:16 GMT-0400 (EDT),9/10/2021,33.80801732,-83.57787149,Trichonephila clavata,Jorō Spider
98097703,2021/10/11 5:41 PM EDT,10/11/2021,33.80839183,-83.29307707,Trichonephila clavata,Jorō Spider
98535992,10/17/2021 16:42,10/17/2021,33.80929405,-84.10561837,Trichonephila clavata,Jorō Spider
96484109,Tue Sep 28 2021 10:56:34 GMT-0400 (EDT),9/28/2021,33.81401804,-84.46239869,Trichonephila clavata,Jorō Spider
93656432,Sat Sep 04 2021 19:00:15 GMT-0400 (EDT),9/4/2021,33.81589436,-84.04623302,Trichonephila clavata,Jorō Spider
93866534,9/6/2021 10:23,9/6/2021,33.81917963,-83.45112655,Trichonephila clavata,Jorō Spider
94863918,Tue Sep 14 2021 16:34:45 GMT-0400 (EDT),9/14/2021,33.81924532,-83.46544276,Trichonephila clavata,Jorō Spider
94609322,9/12/2021 10:30,9/12/2021,33.82124167,-84.32643611,Trichonephila clavata,Jorō Spider
95657444,Tue Sep 21 2021 10:32:35 GMT-0400 (EDT),9/21/2021,33.8217831,-84.3982423,Trichonephila clavata,Jorō Spider
86184813,2021/07/07 1:34 PM EDT,7/7/2021,33.82178475,-83.31430016,Trichonephila clavata,Jorō Spider
94047751,Tue Sep 07 2021 18:24:28 GMT-0400 (EDT),9/7/2021,33.8226094,-84.34337994,Trichonephila clavata,Jorō Spider
99470298,10/26/2021 12:54,10/26/2021,33.82263795,-84.32106784,Trichonephila clavata,Jorō Spider
94505027,Sat Sep 11 2021 18:48:05 GMT -0400 (EDT),9/11/2021,33.82300186,-84.27300262,Trichonephila clavata,Jorō Spider
94365208,9/10/2021 16:08,9/10/2021,33.82483688,-84.49505754,Trichonephila clavata,Jorō Spider
97021889,Sat Oct 02 2021 20:11:37 GMT-0400 (EDT),10/2/2021,33.82512167,-84.242675,Trichonephila clavata,Jorō Spider
96464201,9/28/2021 7:36,9/28/2021,33.825816,-84.26907197,Trichonephila clavata,Jorō Spider
96790215,2021/09/30 6:44 PM EDT,9/30/2021,33.8274908,-84.2999369,Trichonephila clavata,Jorō Spider
91137631,Sat Aug 14 2021 12:51:37 GMT-0400 (EDT),8/14/2021,33.82786471,-83.87054091,Trichonephila clavata,Jorō Spider
86184809,2021/07/07 1:24 PM EDT,7/7/2021,33.82818734,-83.36396684,Trichonephila clavata,Jorō Spider
96418894,Mon Sep 27 2021 18:55:59 GMT-0400 (EDT),9/27/2021,33.83192833,-84.30508333,Trichonephila clavata,Jorō Spider
96092849,Sat Sep 25 2021 11:26:45 GMT -0400 (EDT),9/25/2021,33.83256531,-84.13725281,Trichonephila clavata,Jorō Spider
92451299,Wed Aug 25 2021 07:09:57 GMT-0400 (EDT),8/25/2021,33.8364,-84.33868333,Trichonephila clavata,Jorō Spider
97414074,10/4/2021 18:38,10/4/2021,33.83730833,-83.05677667,Trichonephila clavata,Jorō Spider
94468900,Sat Sep 11 2021 14:10:16 GMT-0400 (EDT),9/11/2021,33.838395,-84.34429167,Trichonephila clavata,Jorō Spider
96896365,Sat Oct 02 2021 11:04:53 GMT-0400 (EDT),10/2/2021,33.83848323,-84.22885775,Trichonephila clavata,Jorō Spider
97032775,10/3/2021 12:18,10/3/2021,33.84143639,-84.28507207,Trichonephila clavata,Jorō Spider
96953421,Thu Sep 16 2021 16:51:22 GMT-0400 (EDT),9/16/2021,33.84183667,-83.47141333,Trichonephila clavata,Jorō Spider
96258938,Fri Sep 24 2021 10:53:25 GMT-0400 (EDT),9/24/2021,33.8418917,-84.3866333,Trichonephila clavata,Jorō Spider
99266868,Sun Oct 24 2021 13:27:10 GMT-0400 (EDT),10/24/2021,33.84297349,-84.14418745,Trichonephila clavata,Jorō Spider
99793740,Fri Oct 29 2021 14:43:29 GMT-0400 (EDT),10/29/2021,33.84304897,-84.28517905,Trichonephila clavata,Jorō Spider
61055245,Sat Sep 26 2020 12:12:02 GMT-0400 (EDT),9/26/2020,33.84743833,-83.46344667,Trichonephila clavata,Jorō Spider
97166928,10/3/2021 17:00,10/3/2021,33.84754553,-83.07077352,Trichonephila clavata,Jorō Spider
91001516,8/13/2021 10:25,8/13/2021,33.84868581,-84.27375976,Trichonephila clavata,Jorō Spider
91689986,8/18/2021 19:12,8/18/2021,33.84962916,-84.35895742,Trichonephila clavata,Jorō Spider
94102506,Wed Sep 08 2021 09:25:05 GMT-0400 (EDT),9/8/2021,33.84981786,-84.18225294,Trichonephila clavata,Jorō Spider
96925444,10/2/2021 14:59,10/2/2021,33.84986897,-84.29323897,Trichonephila clavata,Jorō Spider
68554838,11/20/2020,11/20/2020,33.850067,-83.626817,Trichonephila clavata,Jorō Spider
97803994,Sun Oct 10 2021 14:52:16 GMT-0400 (EDT),10/10/2021,33.85034051,-84.55437187,Trichonephila clavata,Jorō Spider
97803636,Sun Oct 10 2021 14:50:48 GMT-0400 (EDT),10/10/2021,33.85041167,-84.55465833,Trichonephila clavata,Jorō Spider
86628757,Sun Jul 11 2021 17:18:38 GMT-0400 (EDT),7/11/2021,33.85053667,-84.29921667,Trichonephila clavata,Jorō Spider
86588968,Sun Jul 11 2021 13:10:51 GMT-0400 (EDT),7/11/2021,33.85062,-84.29930833,Trichonephila clavata,Jorō Spider
96784905,Fri Oct 01 2021 09:39:42 GMT-0400 (EDT),10/1/2021,33.85190833,-83.32202167,Trichonephila clavata,Jorō Spider
98206368,Thu Oct 14 2021 12:47:59 GMT -0400 (EDT),10/14/2021,33.85287476,-84.11426544,Trichonephila clavata,Jorō Spider
94744390,Mon Sep 13 2021 15:47:06 GMT -0400 (EDT),9/13/2021,33.8537674,-84.11634064,Trichonephila clavata,Jorō Spider
96157478,9/25/2021 19:06,9/25/2021,33.8543453,-83.50481589,Trichonephila clavata,Jorō Spider
36654944,Tue Dec 10 2019 08:43:13 GMT-0500 (EST),12/10/2019,33.85612603,-83.33356365,Trichonephila clavata,Jorō Spider
66163718,Sun Nov 29 2020 15:04:25 GMT-0500 (EST),11/29/2020,33.85638791,-83.33354469,Trichonephila clavata,Jorō Spider
96365151,9/27/2021 10:21,9/27/2021,33.85813103,-83.4022177,Trichonephila clavata,Jorō Spider
92815646,Sat Aug 28 2021 15:10:41 GMT -0400 (EDT),8/28/2021,33.8588829,-84.31731415,Trichonephila clavata,Jorō Spider
95275980,Sat Sep 18 2021 11:48:59 GMT-0400 (EDT),9/18/2021,33.85916193,-83.23772452,Trichonephila clavata,Jorō Spider
94495292,Sat Sep 11 2021 17:29:26 GMT-0400 (EDT),9/11/2021,33.86013333,-83.87332167,Trichonephila clavata,Jorō Spider
91301943,Sun Aug 15 2021 10:41:34 GMT-0400 (EDT),8/15/2021,33.86168095,-84.37498382,Trichonephila clavata,Jorō Spider
73664075,2020/11/23 4:41 PM EST,11/23/2020,33.8628959,-83.4087708,Trichonephila clavata,Jorō Spider
97914690,Sun Oct 10 2021 16:54:49 GMT-0400 (EDT),10/10/2021,33.86389167,-84.13997783,Trichonephila clavata,Jorō Spider
94053822,Tue Sep 07 2021 19:32:16 GMT-0400 (EDT),9/7/2021,33.864645,-84.26023833,Trichonephila clavata,Jorō Spider
65997188,2020/11/29 3:27 PM EST,11/29/2020,33.86574511,-83.42387643,Trichonephila clavata,Jorō Spider
58660180,2020-09-05 5:43:50 PM EDT,9/5/2020,33.8659534,-83.4212712,Trichonephila clavata,Jorō Spider
31487274,Sun Aug 25 2019 13:36:53 GMT-0400 (EDT),8/25/2019,33.86703166,-83.41867041,Trichonephila clavata,Jorō Spider
94040512,9/6/2021,9/6/2021,33.86727946,-83.6926413,Trichonephila clavata,Jorō Spider
91455811,8/16/2021,8/16/2021,33.867367,-83.692833,Trichonephila clavata,Jorō Spider
99252180,10/24/2021 15:18,10/24/2021,33.86787056,-84.58269887,Trichonephila clavata,Jorō Spider
94036674,9/6/2021,9/6/2021,33.86818133,-83.69302003,Trichonephila clavata,Jorō Spider
91454320,8/16/2021,8/16/2021,33.86819689,-83.69302258,Trichonephila clavata,Jorō Spider
96737224,9/30/2021,9/30/2021,33.86821722,-83.69304287,Trichonephila clavata,Jorō Spider
91450255,8/12/2021,8/12/2021,33.86828849,-83.69304531,Trichonephila clavata,Jorō Spider
96737563,9/30/2021,9/30/2021,33.86829463,-83.69295253,Trichonephila clavata,Jorō Spider
90179805,8/6/2021,8/6/2021,33.86830041,-83.69304205,Trichonephila clavata,Jorō Spider
95603735,9/17/2021,9/17/2021,33.86883748,-83.69398418,Trichonephila clavata,Jorō Spider
96265172,9/21/2021,9/21/2021,33.86903381,-83.69279057,Trichonephila clavata,Jorō Spider
96280298,9/25/2021,9/25/2021,33.8691168,-83.69259939,Trichonephila clavata,Jorō Spider
93851324,Sun Sep 05 2021 09:37:38 GMT-0400 (EDT),9/5/2021,33.86912574,-83.25200379,Trichonephila clavata,Jorō Spider
63598741,2020/10/15 9:11 AM EDT,10/15/2020,33.86932677,-83.99217029,Trichonephila clavata,Jorō Spider
96401890,9/27/2021,9/27/2021,33.86950846,-83.69420432,Trichonephila clavata,Jorō Spider
96287504,9/25/2021,9/25/2021,33.869576,-83.69287023,Trichonephila clavata,Jorō Spider
95603548,9/17/2021,9/17/2021,33.8697171,-83.69451844,Trichonephila clavata,Jorō Spider
94711049,Mon Sep 13 2021 10:32:55 GMT -0400 (EDT),9/13/2021,33.86972427,-84.1159668,Trichonephila clavata,Jorō Spider
95602352,9/17/2021,9/17/2021,33.86986221,-83.69459061,Trichonephila clavata,Jorō Spider
96290907,9/25/2021,9/25/2021,33.86996518,-83.69441594,Trichonephila clavata,Jorō Spider
94711275,Mon Sep 13 2021 10:34:12 GMT -0400 (EDT),9/13/2021,33.86999512,-84.1160202,Trichonephila clavata,Jorō Spider
65997187,2020/11/29 3:25 PM EST,11/29/2020,33.87011876,-83.5308536,Trichonephila clavata,Jorō Spider
96898014,Sat Oct 02 2021 11:17:14 GMT-0400 (EDT),10/2/2021,33.87066667,-84.336145,Trichonephila clavata,Jorō Spider
96444309,Mon Sep 27 2021 21:50:18 GMT-0400 (EDT),9/27/2021,33.87070595,-83.108659,Trichonephila clavata,Jorō Spider
96479568,Tue Sep 28 2021 11:00:11 GMT-0400 (EDT),9/28/2021,33.87223371,-84.3149378,Trichonephila clavata,Jorō Spider
98717264,10/19/2021 13:26,10/19/2021,33.872691,-84.58781,Trichonephila clavata,Jorō Spider
89714251,Mon Aug 02 2021 19:48:59 GMT-0400 (EDT),8/2/2021,33.87325,-83.37719667,Trichonephila clavata,Jorō Spider
97007702,Sun Oct 03 2021 08:49:16 GMT-0400 (EDT),10/3/2021,33.873375,-84.31326333,Trichonephila clavata,Jorō Spider
93884537,Mon Sep 06 2021 11:02:16 GMT-0400 (EDT),9/6/2021,33.87345833,-83.43972833,Trichonephila clavata,Jorō Spider
96119394,Sat Sep 25 2021 14:35:50 GMT-0400 (EDT),9/25/2021,33.87494428,-84.38023995,Trichonephila clavata,Jorō Spider
95691459,9/21/2021 16:05,9/21/2021,33.87508936,-84.55683322,Trichonephila clavata,Jorō Spider
61969749,2020-10-07 3:03:18 PM EDT,10/7/2020,33.87588801,-83.80767029,Trichonephila clavata,Jorō Spider
89256830,7/30/2021 15:58,7/30/2021,33.87698059,-83.57039914,Trichonephila clavata,Jorō Spider
93038064,Mon Aug 30 2021 09:22:16 GMT-0400 (EDT),8/30/2021,33.87771845,-84.1449801,Trichonephila clavata,Jorō Spider
66837219,2020/12/17 8:53 AM EST,12/17/2020,33.87920667,-83.32993886,Trichonephila clavata,Jorō Spider
93906207,Mon Sep 06 2021 16:10:40 GMT-0400 (EDT),9/6/2021,33.87981952,-84.10575431,Trichonephila clavata,Jorō Spider
94820484,Tue Sep 14 2021 09:45:40 GMT-0400 (EDT),9/14/2021,33.88161167,-83.15536383,Trichonephila clavata,Jorō Spider
91992471,Sat Aug 21 2021 12:19:02 GMT-0400 (EDT),8/21/2021,33.88162167,-83.15533333,Trichonephila clavata,Jorō Spider
94267308,Thu Sep 09 2021 09:21:54 GMT-0400 (EDT),9/9/2021,33.88169553,-83.15581769,Trichonephila clavata,Jorō Spider
93042628,2021/08/23 1:36 PM EDT,8/23/2021,33.8824101,-84.1439879,Trichonephila clavata,Jorō Spider
95537121,Mon Sep 20 2021 10:18:51 GMT -0400 (EDT),9/20/2021,33.88272858,-84.14035034,Trichonephila clavata,Jorō Spider
95534765,Mon Sep 20 2021 09:56:51 GMT -0400 (EDT),9/20/2021,33.88290024,-84.14066315,Trichonephila clavata,Jorō Spider
98447407,10/6/2021 16:03,10/6/2021,33.88322118,-84.18112591,Trichonephila clavata,Jorō Spider
95534923,Mon Sep 20 2021 09:59:09 GMT -0400 (EDT),9/20/2021,33.88402557,-84.14034271,Trichonephila clavata,Jorō Spider
95534823,Mon Sep 20 2021 09:57:46 GMT -0400 (EDT),9/20/2021,33.88408279,-84.14033508,Trichonephila clavata,Jorō Spider
99004873,Fri Oct 22 2021 14:55:17 GMT -0400 (EDT),10/22/2021,33.88542938,-84.02478027,Trichonephila clavata,Jorō Spider
86184812,2021/07/07 1:28 PM EDT,7/7/2021,33.88565102,-83.27666716,Trichonephila clavata,Jorō Spider
32592906,Thu Sep 12 2019 12:33:06 GMT-0400 (EDT),9/12/2019,33.88666022,-83.83008484,Trichonephila clavata,Jorō Spider
94769876,Fri Sep 10 2021 09:30:02 GMT-0400 (EDT),9/10/2021,33.88699392,-84.08682502,Trichonephila clavata,Jorō Spider
94580916,Sun Sep 12 2021 10:35:56 GMT-0400 (EDT),9/12/2021,33.88709774,-83.76627166,Trichonephila clavata,Jorō Spider
92299759,2021/08/18 9:12 AM EDT,8/18/2021,33.8880998,-84.1379309,Trichonephila clavata,Jorō Spider
87665736,2021/07/18 10:31 AM EDT,7/18/2021,33.88837147,-83.3325862,Trichonephila clavata,Jorō Spider
94587472,9/12/2021 11:59,9/12/2021,33.88932892,-84.24352258,Trichonephila clavata,Jorō Spider
58652561,Sat Sep 05 2020 17:45:13 GMT-0400 (EDT),9/5/2020,33.89012734,-83.78780668,Trichonephila clavata,Jorō Spider
93460999,9/3/2021 7:30,9/3/2021,33.89047932,-84.38742935,Trichonephila clavata,Jorō Spider
94585552,9/12/2021 11:42,9/12/2021,33.89077166,-84.24495582,Trichonephila clavata,Jorō Spider
94583794,9/12/2021 11:39,9/12/2021,33.89082871,-84.24489819,Trichonephila clavata,Jorō Spider
94439232,9/11/2021 10:08,9/11/2021,33.89144311,-84.24484582,Trichonephila clavata,Jorō Spider
61445633,2020/09/20 5:26 PM HST,9/20/2020,33.8915134,-84.24487651,Trichonephila clavata,Jorō Spider
62486831,2020-10-13T11:29:18-04:00,10/13/2020,33.89345317,-83.6269542,Trichonephila clavata,Jorō Spider
96011624,Fri Sep 24 2021 17:25:59 GMT-0400 (EDT),9/24/2021,33.89365218,-84.34007226,Trichonephila clavata,Jorō Spider
95911667,Thu Sep 23 2021 18:49:57 GMT-0400 (EDT),9/23/2021,33.89376167,-84.28684167,Trichonephila clavata,Jorō Spider
96778877,Fri Oct 01 2021 09:17:29 GMT -0400 (EDT),10/1/2021,33.89387131,-84.13489532,Trichonephila clavata,Jorō Spider
61715727,Sun Oct 04 2020 17:06:56 GMT-0400 (EDT),10/4/2020,33.89399849,-83.37391061,Trichonephila clavata,Jorō Spider
57240571,2020/07/11 3:30 PM EDT,7/11/2020,33.8941614,-83.27483921,Trichonephila clavata,Jorō Spider
63267765,2020-10-21T17:41:00-04:00,10/21/2020,33.8943026,-84.4558055,Trichonephila clavata,Jorō Spider
35144953,Thu Oct 31 2019 17:01:39 GMT-0400 (EDT),10/31/2019,33.89435496,-84.27883592,Trichonephila clavata,Jorō Spider
98213005,Fri Sep 17 2021 18:17:45 GMT-0400 (EDT),9/17/2021,33.89476732,-84.32873425,Trichonephila clavata,Jorō Spider
97858107,Sun Oct 10 2021 17:41:18 GMT-0400 (EDT),10/10/2021,33.89514779,-84.30813411,Trichonephila clavata,Jorō Spider
65768905,Tue Sep 22 2020 16:52:31 GMT-0400 (EDT),9/22/2020,33.89688833,-83.46333333,Trichonephila clavata,Jorō Spider
92825202,Sat Aug 28 2021 16:23:15 GMT -0400 (EDT),8/28/2021,33.89694595,-84.00999451,Trichonephila clavata,Jorō Spider
95477811,2021/09/18 6:43 PM EDT,9/18/2021,33.89898164,-83.38287939,Trichonephila clavata,Jorō Spider
55940089,2020/08/09 9:07 AM EDT,8/9/2020,33.89936242,-83.38463682,Trichonephila clavata,Jorō Spider
62514724,2020-10-13T17:53:50-04:00,10/13/2020,33.9,-84.03,Trichonephila clavata,Jorō Spider
99709439,Fri Oct 29 2021 10:50:29 GMT-0400 (EDT),10/29/2021,33.90025,-84.32266167,Trichonephila clavata,Jorō Spider
95184765,Fri Sep 17 2021 16:13:09 GMT -0400 (EDT),9/17/2021,33.90040588,-84.02649689,Trichonephila clavata,Jorō Spider
94043960,Tue Sep 07 2021 17:52:56 GMT -0400 (EDT),9/7/2021,33.90058136,-84.02639008,Trichonephila clavata,Jorō Spider
94498660,Sat Sep 11 2021 17:55:01 GMT -0400 (EDT),9/11/2021,33.90059662,-84.02630615,Trichonephila clavata,Jorō Spider
32732791,2019/09/14 8:50 AM EDT,9/14/2019,33.90069025,-83.38283928,Trichonephila clavata,Jorō Spider
90912965,Thu Aug 12 2021 14:18:44 GMT -0400 (EDT),8/12/2021,33.90081787,-84.02610779,Trichonephila clavata,Jorō Spider
91764387,Thu Aug 19 2021 13:56:03 GMT -0400 (EDT),8/19/2021,33.9009285,-84.02641296,Trichonephila clavata,Jorō Spider
63415767,Sat Oct 24 2020 15:14:06 GMT-0400 (EDT),10/24/2020,33.90148289,-83.38426226,Trichonephila clavata,Jorō Spider
87653588,Sat Jul 17 2021 09:55:22 GMT -0400 (EDT),7/17/2021,33.9018898,-83.38353729,Trichonephila clavata,Jorō Spider
99892844,Sun Oct 31 2021 12:55:18 GMT-0400 (EDT),10/31/2021,33.90192995,-83.35138322,Trichonephila clavata,Jorō Spider
65997189,2020/11/30 1:14 PM EST,11/30/2020,33.90211875,-83.38451911,Trichonephila clavata,Jorō Spider
87698848,Mon Oct 28 2019 09:37:41 GMT -0400 (EDT),10/28/2019,33.90249634,-83.38343048,Trichonephila clavata,Jorō Spider
93549599,9/4/2021 0:21,9/4/2021,33.90287459,-83.85965712,Trichonephila clavata,Jorō Spider
58986068,Tue Sep 08 2020 16:33:51 GMT-0400 (EDT),9/8/2020,33.90308819,-83.38143674,Trichonephila clavata,Jorō Spider
65051297,Mon Nov 16 2020 20:20:20 GMT-0500 (EST),11/16/2020,33.903195,-83.58468667,Trichonephila clavata,Jorō Spider
93823552,Fri Sep 03 2021 19:36:28 GMT-0400 (EDT),9/3/2021,33.90319667,-83.58522,Trichonephila clavata,Jorō Spider
96945737,Sat Oct 02 2021 11:19:30 GMT-0400 (EDT),10/2/2021,33.903375,-84.33211333,Trichonephila clavata,Jorō Spider
64474835,2020/11/08 11:35 AM EST,11/8/2020,33.90353356,-83.39135185,Trichonephila clavata,Jorō Spider
64474840,2020/11/08 11:39 AM EST,11/8/2020,33.9036163,-83.39130749,Trichonephila clavata,Jorō Spider
